,company,state,location,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
478,Xerox,California,Norwalk,3000.0,2024-01-03,15.0,20000.0,17000.0,Hardware,Post-IPO,"$27,200",2024,41.1175966,-73.4078968
479,Crossbeam,Pennsylvania,Philadelphia,17.0,2023-03-30,15.0,113.0,96.0,Sales,Series C,$116,2023,39.95238,-75.16362
480,Gopuff,Pennsylvania,Philadelphia,100.0,2023-03-09,2.0,5000.0,4900.0,Food,Series H,$3400,2023,39.95238,-75.16362
481,MiSan Franciscoits Market,Pennsylvania,Philadelphia,649.0,2023-02-09,33.0,1967.0,1318.0,Food,Series C,$526,2023,39.95238,-75.16362
482,Gopuff,Pennsylvania,Philadelphia,250.0,2022-10-19,1.851851851851852,13500.0,13250.0,Food,Series H,$3400,2022,39.95238,-75.16362
483,Gopuff,Pennsylvania,Philadelphia,1500.0,2022-07-12,10.0,15000.0,13500.0,Food,Series H,$3400,2022,39.95238,-75.16362
484,Gopuff,Pennsylvania,Philadelphia,450.0,2022-03-29,3.0,15000.0,14550.0,Food,Series H,$3400,2022,39.95238,-75.16362
485,Gopuff,Pennsylvania,Philadelphia,100.0,2022-01-26,0.6622516556291391,15100.0,15000.0,Food,Series H,$3400,2022,39.95238,-75.16362
487,Edgio,Arizona,Phoenix,134.0,2023-06-06,12.0,1117.0,983.0,Infrastructure,Post-IPO,$462,2023,33.44838,-112.07404
488,Bishop Fox,Arizona,Phoenix,50.0,2023-05-02,13.0,385.0,335.0,Security,Series B,$146,2023,33.44838,-112.07404
489,GoDaddy,Arizona,Phoenix,530.0,2023-02-08,8.0,6625.0,6095.0,Marketing,Post-IPO,$800,2023,33.44838,-112.07404
490,Edgio,Arizona,Phoenix,95.0,2022-12-13,10.0,950.0,855.0,Infrastructure,Post-IPO,$462,2022,33.44838,-112.07404
491,Carvana,Arizona,Phoenix,1500.0,2022-11-18,8.0,18750.0,17250.0,Transportation,Post-IPO,$1600,2022,33.44838,-112.07404
493,Edgio,Arizona,Phoenix,80.0,2024-03-04,10.0,800.0,720.0,Infrastruc…,Post-IPO,$462,2024,33.44838,-112.07404
494,Fifth Season,Pennsylvania,Pittsburgh,100.0,2022-10-28,100.0,100.0,0.0,Food,Series B,$35,2022,40.44062,-79.99589
495,Argo AI,Pennsylvania,Pittsburgh,173.0,2022-10-26,6.070175438596491,2850.0,2677.0,Transportation,Unknown,$3600,2022,40.44062,-79.99589
497,Niche,Pennsylvania,Pittsburgh,24.0,2024-03-08,7.0,343.0,319.0,Education,Series C,$44,2024,40.44062,-79.99589
500,Absci,Oregon,Portland,30.0,2023-09-05,15.0,200.0,170.0,Healthcare,Post-IPO,$238,2023,45.52345,-122.67621
501,Exterro,Oregon,Portland,24.0,2023-02-01,3.0,800.0,776.0,Legal,Private Equity …,$100,2023,45.52345,-122.67621
502,Vacasa,Oregon,Portland,1300.0,2023-01-24,17.0,7647.0,6347.0,Travel,Post-IPO,$834,2023,45.52345,-122.67621
503,Brave Care,Oregon,Portland,40.0,2022-09-06,33.0,121.0,81.0,Healthcare,Series B,$42,2022,45.52345,-122.67621
504,Treehouse,Oregon,Portland,41.0,2021-09-14,90.0,46.0,5.0,Education,Series B,$12,2021,45.52345,-122.67621
505,CrowdStreet,Oregon,Portland,24.0,2020-06-01,22.0,109.0,85.0,Real Estate,Series C,$24,2020,45.52345,-122.67621
506,Puppet,Oregon,Portland,50.0,2020-03-26,10.0,500.0,450.0,Infrastructure,Series F,$149,2020,45.52345,-122.67621
507,Jama,Oregon,Portland,12.0,2020-03-25,5.0,240.0,228.0,Product,Unknown,$233,2020,45.52345,-122.67621
508,Vacasa,Oregon,Portland,320.0,2024-02-28,5.0,6400.0,6080.0,Travel,Post-IPO,$834,2024,45.52345,-122.67621
510,Pendo,North Carolina,Raleigh,100.0,2023-06-12,12.0,833.0,733.0,Product,Series F,$469,2023,35.7721,-78.63861
511,Pendo,North Carolina,Raleigh,45.0,2022-09-07,5.0,900.0,855.0,Product,Series F,$469,2022,35.7721,-78.63861
512,Socure,Nevada,Reno,104.0,2023-01-05,19.0,547.0,443.0,Finance,Series E,$646,2023,39.52963,-119.8138
513,Socure,Nevada,Reno,69.0,2022-06-17,13.0,531.0,462.0,Finance,Series E,$646,2022,39.52963,-119.8138
514,Grin,California,Sacramento,60.0,2022-11-30,13.0,462.0,402.0,Marketing,Series B,$145,2022,38.58157,-121.4944
515,DialSource,California,Sacramento,5.0,2020-03-31,14.0,36.0,31.0,Marketing,Series B,$26,2020,38.58157,-121.4944
517,Qualtrics,California,Salt Lake City,780.0,2023-10-04,14.0,5571.0,4791.0,Other,Post-IPO,$400,2023,40.76078,-111.89105
518,Lucid Software,California,Salt Lake City,75.0,2023-09-25,7.0,1071.0,996.0,Other,Series E,$170,2023,40.76078,-111.89105
519,Sarcos,California,Salt Lake City,75.0,2023-07-17,25.0,300.0,225.0,Aerospace,Post-IPO,$316,2023,40.76078,-111.89105
520,Qualtrics,California,Salt Lake City,270.0,2023-01-11,5.0,5400.0,5130.0,Other,Post-IPO,$400,2023,40.76078,-111.89105
521,Pluralsight,California,Salt Lake City,400.0,2022-12-12,20.0,2000.0,1600.0,Education,Acquired,$192,2022,40.76078,-111.89105
522,Homie,California,Salt Lake City,40.0,2022-10-04,13.0,308.0,268.0,Real Estate,Series B,$35,2022,40.76078,-111.89105
523,BookClub,California,Salt Lake City,12.0,2022-05-31,25.0,48.0,36.0,Education,Series A,$26,2022,40.76078,-111.89105
524,Homie,California,Salt Lake City,119.0,2022-02-14,29.0,410.0,291.0,Real Estate,Series B,$35,2022,40.76078,-111.89105
525,Instructure,California,Salt Lake City,150.0,2020-05-27,12.0,1250.0,1100.0,Education,Acquired,$89,2020,40.76078,-111.89105
526,Domo,California,Salt Lake City,90.0,2020-04-09,10.0,900.0,810.0,Data,Post-IPO,$689,2020,40.76078,-111.89105
527,Synergysuite,California,Salt Lake City,5.0,2020-04-02,7.0,71.0,66.0,Food,Series A,$6,2020,40.76078,-111.89105
528,AdRoll,California,Salt Lake City,210.0,2020-03-31,30.0,700.0,490.0,Marketing,Series C,$89,2020,40.76078,-111.89105
529,Viasat,California,San Diego,800.0,2023-11-02,10.0,8000.0,7200.0,Other,Post-IPO,$366,2023,32.71571,-117.16472
530,ClickUp,California,San Diego,90.0,2023-06-28,10.0,900.0,810.0,Other,Series C,$537,2023,32.71571,-117.16472
531,Cue Health,California,San Diego,326.0,2023-04-28,30.0,1087.0,761.0,Healthcare,Post-IPO,$899,2023,32.71571,-117.16472
532,Viasat,California,San Diego,300.0,2023-04-12,4.0,7500.0,7200.0,Other,Post-IPO,$366,2023,32.71571,-117.16472
533,Flock Freight,California,San Diego,45.0,2023-04-10,8.0,563.0,518.0,Logistics,Series D,$399,2023,32.71571,-117.16472
535,TuSimple,California,San Diego,350.0,2022-12-21,25.0,1400.0,1050.0,Transportation,Post-IPO,$648,2022,32.71571,-117.16472
536,Illumina,California,San Diego,500.0,2022-11-14,5.0,10000.0,9500.0,Healthcare,Post-IPO,$28,2022,32.71571,-117.16472
537,ClickUp,California,San Diego,60.0,2022-05-23,7.0,857.0,797.0,Other,Series C,$537,2022,32.71571,-117.16472
540,Cue Health,California,San Diego,245.0,2024-02-02,30.0,817.0,572.0,Healthcare,Post-IPO,$899,2024,32.71571,-117.16472
542,Cue Health,California,San Diego,94.0,2024-01-05,13.0,723.0,629.0,Healthcare,Post-IPO,$899,2024,32.71571,-117.16472
543,Enphase Energy,California,San Francisco Bay Area,350.0,2023-12-18,10.0,3500.0,3150.0,Energy,Post-IPO,$116,2023,37.54827,-121.98857
544,Cruise,California,San Francisco Bay Area,900.0,2023-12-14,24.0,3750.0,2850.0,Transportation,Acquired,$15000,2023,37.77493,-122.41942
545,Bolt,California,San Francisco Bay Area,130.0,2023-12-14,29.0,450.0,320.0,Finance,Series E,$1300,2023,37.77493,-122.41942
547,Chipper Cash,California,San Francisco Bay Area,15.0,2023-12-11,33.0,45.0,30.0,Finance,Series C,$302,2023,37.77493,-122.41942
549,Unity,California,San Francisco Bay Area,265.0,2023-11-28,4.0,6625.0,6360.0,Other,Post-IPO,$1300,2023,37.77493,-122.41942
550,Splunk,California,San Francisco Bay Area,500.0,2023-11-01,7.0,7143.0,6643.0,Data,Post-IPO,$2400,2023,37.77493,-122.41942
551,Faire,California,San Francisco Bay Area,250.0,2023-11-01,20.0,1250.0,1000.0,Retail,Series G,$1700,2023,37.77493,-122.41942
552,Hippo Insurance,California,San Francisco Bay Area,120.0,2023-10-26,20.0,600.0,480.0,Finance,Post-IPO,$1300,2023,37.44188,-122.14302
553,SiFive,California,San Francisco Bay Area,130.0,2023-10-24,20.0,650.0,520.0,Hardware,Series F,$365,2023,37.35411,-121.95524
554,LinkedIn,California,San Francisco Bay Area,660.0,2023-10-16,3.0,22000.0,21340.0,Recruiting,Acquired,$154,2023,37.36883,-122.03635
555,Lending Club,California,San Francisco Bay Area,172.0,2023-10-12,14.0,1229.0,1057.0,Finance,Post-IPO,$392,2023,37.77493,-122.41942
556,MariaDB,California,San Francisco Bay Area,84.0,2023-10-12,28.0,300.0,216.0,Data,Post-IPO,$272,2023,37.48522,-122.23635
557,Deepgram,California,San Francisco Bay Area,20.0,2023-10-11,20.0,100.0,80.0,AI,Series B,$86,2023,37.77493,-122.41942
558,Carbon Health,California,San Francisco Bay Area,114.0,2023-10-09,5.0,2280.0,2166.0,Healthcare,Series D,$522,2023,37.77493,-122.41942
559,SchoolMint,California,San Francisco Bay Area,29.0,2023-10-05,14.0,207.0,178.0,Education,Acquired,$8,2023,37.77493,-122.41942
560,Synapse,California,San Francisco Bay Area,86.0,2023-10-02,40.0,215.0,129.0,Finance,Series B,$50,2023,37.77493,-122.41942
561,Chia Network,California,San Francisco Bay Area,26.0,2023-10-02,37.0,70.0,44.0,Crypto,Series D,$70,2023,37.77493,-122.41942
562,Cowbell,California,San Francisco Bay Area,28.0,2023-09-29,12.0,233.0,205.0,Finance,Series B,$123,2023,37.66243,-121.87468
563,Airtable,California,San Francisco Bay Area,237.0,2023-09-14,27.0,878.0,641.0,Product,Series F,$1400,2023,37.77493,-122.41942
564,At-Bay,California,San Francisco Bay Area,27.0,2023-09-12,9.0,300.0,273.0,Security,Unknown,$296,2023,37.77493,-122.41942
565,Chargebee,California,San Francisco Bay Area,100.0,2023-09-11,10.0,1000.0,900.0,Finance,Series H,$468,2023,37.77493,-122.41942
566,Grabango,California,San Francisco Bay Area,34.0,2023-09-11,40.0,85.0,51.0,Food,Unknown,$94,2023,37.87159,-122.27275
567,Roku,California,San Francisco Bay Area,360.0,2023-09-06,10.0,3600.0,3240.0,Media,Post-IPO,$208,2023,37.33939,-121.89496
568,Zeplin,California,San Francisco Bay Area,37.0,2023-08-30,35.0,106.0,69.0,Product,Seed,$1,2023,37.77493,-122.41942
569,Captiv8,California,San Francisco Bay Area,8.0,2023-08-24,3.0,267.0,259.0,Marketing,Unknown,$4,2023,37.56299,-122.32553
570,Blend,California,San Francisco Bay Area,150.0,2023-08-09,19.0,789.0,639.0,Finance,Post-IPO,$665,2023,37.77493,-122.41942
571,Doximity,California,San Francisco Bay Area,100.0,2023-08-08,10.0,1000.0,900.0,Healthcare,Post-IPO,$82,2023,37.77493,-122.41942
572,23andMe,California,San Francisco Bay Area,71.0,2023-08-08,11.0,645.0,574.0,Healthcare,Post-IPO,$1100,2023,37.77493,-122.41942
574,BetterUp,California,San Francisco Bay Area,100.0,2023-08-02,16.0,625.0,525.0,HR,Series E,$567,2023,37.77493,-122.41942
575,Planet,California,San Francisco Bay Area,117.0,2023-08-01,10.0,1170.0,1053.0,Aerospace,Post-IPO,$574,2023,37.77493,-122.41942
576,Archipelago,California,San Francisco Bay Area,40.0,2023-08-01,30.0,133.0,93.0,Real Estate,Series B,$57,2023,37.77493,-122.41942
577,Wish,California,San Francisco Bay Area,255.0,2023-07-27,34.0,750.0,495.0,Retail,Post-IPO,$1600,2023,37.77493,-122.41942
578,Point,California,San Francisco Bay Area,61.0,2023-07-27,28.0,218.0,157.0,Real Estate,Series C,$149,2023,37.77493,-122.41942
579,Figure,California,San Francisco Bay Area,90.0,2023-07-26,20.0,450.0,360.0,Crypto,Unknown,$1500,2023,37.77493,-122.41942
580,Tilia,California,San Francisco Bay Area,28.0,2023-07-19,32.0,88.0,60.0,Finance,Unknown,$32,2023,37.77493,-122.41942
581,Matterport,California,San Francisco Bay Area,170.0,2023-07-11,30.0,567.0,397.0,Data,Post-IPO,$409,2023,37.36883,-122.03635
582,Perfect Day,California,San Francisco Bay Area,134.0,2023-07-06,15.0,893.0,759.0,Food,Series D,$711,2023,37.87159,-122.27275
583,Plex,California,San Francisco Bay Area,37.0,2023-06-28,20.0,185.0,148.0,Media,Unknown,$81,2023,37.38605,-122.08385
584,New Relic,California,San Francisco Bay Area,255.0,2023-06-27,10.0,2550.0,2295.0,Infrastructure,Post-IPO,$214,2023,37.77493,-122.41942
585,Robinhood,California,San Francisco Bay Area,150.0,2023-06-26,7.0,2143.0,1993.0,Finance,Post-IPO,$5600,2023,37.45383,-122.18219
586,Uber,California,San Francisco Bay Area,200.0,2023-06-21,0.9961647656522389,20077.0,19877.0,Transportation,Post-IPO,$25200,2023,37.77493,-122.41942
587,Pilot,California,San Francisco Bay Area,45.0,2023-06-16,13.0,346.0,301.0,Finance,Unknown,$116,2023,37.77493,-122.41942
588,Grubhub,California,San Francisco Bay Area,400.0,2023-06-12,15.0,2667.0,2267.0,Food,Acquired,$284,2023,37.77493,-122.41942
589,Chegg,California,San Francisco Bay Area,80.0,2023-06-12,4.0,2000.0,1920.0,Education,Post-IPO,$227,2023,37.35411,-121.95524
590,TaxBit,California,San Francisco Bay Area,80.0,2023-06-11,40.0,200.0,120.0,Crypto,Unknown,$253,2023,37.77493,-122.41942
591,23andMe,California,San Francisco Bay Area,75.0,2023-06-09,9.0,833.0,758.0,Healthcare,Post-IPO,$1100,2023,37.77493,-122.41942
592,Reddit,California,San Francisco Bay Area,90.0,2023-06-06,5.0,1800.0,1710.0,Consumer,Series F,$1300,2023,37.77493,-122.41942
593,Zendesk,California,San Francisco Bay Area,320.0,2023-05-31,8.0,4000.0,3680.0,Support,Acquired,$85,2023,37.77493,-122.41942
594,Mux,California,San Francisco Bay Area,40.0,2023-05-31,30.0,133.0,93.0,Infrastructure,Series D,$173,2023,37.77493,-122.41942
595,Nuro,California,San Francisco Bay Area,340.0,2023-05-12,30.0,1133.0,793.0,Transportation,Series D,$2100,2023,37.38605,-122.08385
596,LinkedIn,California,San Francisco Bay Area,716.0,2023-05-08,4.0,17900.0,17184.0,Recruiting,Acquired,$154,2023,37.36883,-122.03635
597,Twist Bioscience,California,San Francisco Bay Area,270.0,2023-05-05,25.0,1080.0,810.0,Healthcare,Post-IPO,$503,2023,37.77493,-122.41942
598,Unity,California,San Francisco Bay Area,600.0,2023-05-03,8.0,7500.0,6900.0,Other,Post-IPO,$1300,2023,37.77493,-122.41942
599,Upwork,California,San Francisco Bay Area,137.0,2023-05-03,15.0,913.0,776.0,Other,Post-IPO,$168,2023,37.77493,-122.41942
600,Dropbox,California,San Francisco Bay Area,500.0,2023-04-27,16.0,3125.0,2625.0,Other,Post-IPO,$1700,2023,37.77493,-122.41942
601,Rapid,California,San Francisco Bay Area,115.0,2023-04-25,50.0,230.0,115.0,Finance,Series D,$272,2023,37.77493,-122.41942
602,Rapid,California,San Francisco Bay Area,70.0,2023-04-25,30.0,233.0,163.0,Finance,Series D,$272,2023,37.77493,-122.41942
603,BigPanda,California,San Francisco Bay Area,40.0,2023-04-24,13.0,308.0,268.0,Infrastructure,Series E,$337,2023,37.48522,-122.23635
604,Lyft,California,San Francisco Bay Area,1072.0,2023-04-21,26.0,4123.0,3051.0,Transportation,Post-IPO,$4900,2023,37.77493,-122.41942
605,Benchling,California,San Francisco Bay Area,74.0,2023-04-21,9.0,822.0,748.0,Other,Series F,$411,2023,37.77493,-122.41942
606,WalkMe,California,San Francisco Bay Area,112.0,2023-04-19,10.0,1120.0,1008.0,Other,Post-IPO,$307,2023,37.77493,-122.41942
607,Opendoor,California,San Francisco Bay Area,560.0,2023-04-18,22.0,2545.0,1985.0,Real Estate,Post-IPO,$1900,2023,37.77493,-122.41942
608,TRM Labs,California,San Francisco Bay Area,16.0,2023-04-18,9.0,178.0,162.0,Crypto,Series B,$149,2023,37.77493,-122.41942
609,Drip Capital,California,San Francisco Bay Area,75.0,2023-04-14,20.0,375.0,300.0,Finance,Series C,$85,2023,37.44188,-122.14302
610,Amplitude,California,San Francisco Bay Area,99.0,2023-04-05,13.0,762.0,663.0,Data,Post-IPO,$311,2023,37.77493,-122.41942
611,View,California,San Francisco Bay Area,170.0,2023-04-03,23.0,739.0,569.0,Other,Post-IPO,$2300,2023,37.77493,-122.41942
612,Guideline,California,San Francisco Bay Area,48.0,2023-04-03,11.0,436.0,388.0,Finance,Series E,$339,2023,37.5841,-122.36608
613,Roku,California,San Francisco Bay Area,200.0,2023-03-30,6.0,3333.0,3133.0,Media,Post-IPO,$208,2023,37.33939,-121.89496
614,Electronic Arts,California,San Francisco Bay Area,780.0,2023-03-29,6.0,13000.0,12220.0,Consumer,Post-IPO,$2,2023,37.48522,-122.23635
615,Lucid Motors,California,San Francisco Bay Area,1300.0,2023-03-28,18.0,7222.0,5922.0,Transportation,Post-IPO,$8300,2023,37.52966,-122.04024
616,AEye,California,San Francisco Bay Area,46.0,2023-03-28,33.0,139.0,93.0,Transportation,Post-IPO,$314,2023,37.77493,-122.41942
617,Glassdoor,California,San Francisco Bay Area,140.0,2023-03-22,15.0,933.0,793.0,HR,Acquired,$204,2023,37.77493,-122.41942
618,Freshworks,California,San Francisco Bay Area,114.0,2023-03-16,2.0,5700.0,5586.0,Support,Post-IPO,$484,2023,37.56299,-122.32553
619,Course Hero,California,San Francisco Bay Area,42.0,2023-03-16,15.0,280.0,238.0,Education,Series C,$477,2023,37.48522,-122.23635
620,Meta,California,San Francisco Bay Area,10000.0,2023-03-14,13.5841170323929,73615.0,63615.0,Consumer,Post-IPO,$26000,2023,37.45383,-122.18219
621,Anchorage Digital,California,San Francisco Bay Area,75.0,2023-03-14,20.0,375.0,300.0,Crypto,Series D,$487,2023,37.77493,-122.41942
622,Embark Trucks,California,San Francisco Bay Area,230.0,2023-03-03,70.0,329.0,99.0,Transportation,Post-IPO,$317,2023,37.77493,-122.41942
623,Zscaler,California,San Francisco Bay Area,177.0,2023-03-02,3.0,5900.0,5723.0,Security,Post-IPO,$148,2023,37.33939,-121.89496
624,CNET,California,San Francisco Bay Area,12.0,2023-03-02,10.0,120.0,108.0,Media,Acquired,$20,2023,37.77493,-122.41942
625,Waymo,California,San Francisco Bay Area,209.0,2023-03-01,8.0,2613.0,2404.0,Transportation,Subsidi…,$5.500,2023,37.38605,-122.08385
626,Sonder,California,San Francisco Bay Area,100.0,2023-03-01,14.0,714.0,614.0,Travel,Post-IPO,$839,2023,37.77493,-122.41942
627,Eventbrite,California,San Francisco Bay Area,80.0,2023-02-28,8.0,1000.0,920.0,Consumer,Post-IPO,$557,2023,37.77493,-122.41942
628,Stytch,California,San Francisco Bay Area,19.0,2023-02-27,25.0,76.0,57.0,Security,Series B,$126,2023,37.77493,-122.41942
629,Twitter,California,San Francisco Bay Area,200.0,2023-02-25,10.0,2000.0,1800.0,Consumer,Post-IPO,$12900,2023,37.77493,-122.41942
630,Chipper Cash,California,San Francisco Bay Area,100.0,2023-02-17,33.0,303.0,203.0,Finance,Series C,$302,2023,37.77493,-122.41942
631,DocuSign,California,San Francisco Bay Area,680.0,2023-02-16,10.0,6800.0,6120.0,Sales,Post-IPO,$536,2023,37.77493,-122.41942
632,Pico Interactive,California,San Francisco Bay Area,400.0,2023-02-16,20.0,2000.0,1600.0,Other,Acquired,$62,2023,37.38605,-122.08385
633,The RealReal,California,San Francisco Bay Area,230.0,2023-02-16,7.0,3286.0,3056.0,Retail,Post-IPO,$356,2023,37.77493,-122.41942
634,Twilio,California,San Francisco Bay Area,1500.0,2023-02-13,17.0,8824.0,7324.0,Other,Post-IPO,$614,2023,37.77493,-122.41942
635,Yahoo,California,San Francisco Bay Area,1600.0,2023-02-09,20.0,8000.0,6400.0,Consumer,Acquired,$6,2023,37.36883,-122.03635
636,Oportun,California,San Francisco Bay Area,155.0,2023-02-09,10.0,1550.0,1395.0,Finance,Post-IPO,$566,2023,37.50716,-122.26052
637,GitLab,California,San Francisco Bay Area,130.0,2023-02-09,7.0,1857.0,1727.0,Product,Post-IPO,$413,2023,37.77493,-122.41942
638,Affirm,California,San Francisco Bay Area,500.0,2023-02-08,19.0,2632.0,2132.0,Finance,Post-IPO,$1500,2023,37.77493,-122.41942
639,Gusto,California,San Francisco Bay Area,126.0,2023-02-08,5.0,2520.0,2394.0,HR,Series E,$746,2023,37.77493,-122.41942
640,Gong,California,San Francisco Bay Area,80.0,2023-02-08,7.0,1143.0,1063.0,Sales,Series E,$583,2023,37.77493,-122.41942
641,Equitybee,California,San Francisco Bay Area,24.0,2023-02-08,25.0,96.0,72.0,Finance,Series B,$85,2023,37.44188,-122.14302
642,Zoom,California,San Francisco Bay Area,1300.0,2023-02-07,15.0,8667.0,7367.0,Other,Post-IPO,$276,2023,37.33939,-121.89496
643,eBay,California,San Francisco Bay Area,500.0,2023-02-07,4.0,12500.0,12000.0,Retail,Post-IPO,$1200,2023,37.33939,-121.89496
644,Eightfold AI,California,San Francisco Bay Area,90.0,2023-02-03,15.0,600.0,510.0,HR,Series E,$396,2023,37.35411,-121.95524
645,Protocol Labs,California,San Francisco Bay Area,89.0,2023-02-03,20.0,445.0,356.0,Crypto,Unknown,$10,2023,37.77493,-122.41942
646,Okta,California,San Francisco Bay Area,300.0,2023-02-02,5.0,6000.0,5700.0,Security,Post-IPO,$1200,2023,37.77493,-122.41942
647,Miro,California,San Francisco Bay Area,119.0,2023-02-02,7.0,1700.0,1581.0,Other,Series C,$476,2023,37.77493,-122.41942
648,Splunk,California,San Francisco Bay Area,325.0,2023-02-01,4.0,8125.0,7800.0,Data,Post-IPO,$2400,2023,37.77493,-122.41942
649,Workato,California,San Francisco Bay Area,90.0,2023-02-01,10.0,900.0,810.0,Other,Series E,$415,2023,37.38605,-122.08385
650,PayPal,California,San Francisco Bay Area,2000.0,2023-01-31,7.0,28571.0,26571.0,Finance,Post-IPO,$216,2023,37.33939,-121.89496
651,Workday,California,San Francisco Bay Area,525.0,2023-01-31,3.0,17500.0,16975.0,HR,Post-IPO,$230,2023,37.66243,-121.87468
652,Upstart,California,San Francisco Bay Area,365.0,2023-01-31,20.0,1825.0,1460.0,Finance,Post-IPO,$144,2023,37.56299,-122.32553
653,Wish,California,San Francisco Bay Area,150.0,2023-01-31,17.0,882.0,732.0,Retail,Post-IPO,$1600,2023,37.77493,-122.41942
654,Impossible Foods,California,San Francisco Bay Area,140.0,2023-01-30,20.0,700.0,560.0,Food,Series H,$1900,2023,37.48522,-122.23635
655,Confluent,California,San Francisco Bay Area,221.0,2023-01-26,8.0,2763.0,2542.0,Data,Post-IPO,$455,2023,37.38605,-122.08385
656,Guardant Health,California,San Francisco Bay Area,130.0,2023-01-25,7.0,1857.0,1727.0,Healthcare,Post-IPO,$550,2023,37.44188,-122.14302
657,Innovaccer,California,San Francisco Bay Area,245.0,2023-01-24,15.0,1633.0,1388.0,Healthcare,Series E,$379,2023,37.77493,-122.41942
658,Bolt,California,San Francisco Bay Area,50.0,2023-01-24,10.0,500.0,450.0,Finance,Series E,$1300,2023,37.77493,-122.41942
659,Uber Freight,California,San Francisco Bay Area,150.0,2023-01-23,3.0,5000.0,4850.0,Logistics,Subsidi…,$2700,2023,37.77493,-122.36608
660,Ermetic,California,San Francisco Bay Area,30.0,2023-01-23,17.0,176.0,146.0,Security,Series B,$97,2023,37.44188,-122.14302
661,Google,California,San Francisco Bay Area,12000.0,2023-01-20,6.0,200000.0,188000.0,Consumer,Post-IPO,$26,2023,37.38605,-122.08385
662,Citrine Informatics,California,San Francisco Bay Area,22.0,2023-01-20,27.0,81.0,59.0,Data,Series C,$64,2023,37.48522,-122.23635
663,Hubilo,California,San Francisco Bay Area,115.0,2023-01-19,35.0,329.0,214.0,Other,Series B,$153,2023,37.77493,-122.41942
664,8x8,California,San Francisco Bay Area,155.0,2023-01-18,7.0,2214.0,2059.0,Support,Post-IPO,$253,2023,37.28717,-121.9499
665,Addepar,California,San Francisco Bay Area,20.0,2023-01-18,3.0,667.0,647.0,Finance,Series F,$491,2023,37.38605,-122.08385
666,Unity,California,San Francisco Bay Area,284.0,2023-01-17,3.0,9467.0,9183.0,Other,Post-IPO,$1300,2023,37.77493,-122.41942
667,Lending Club,California,San Francisco Bay Area,225.0,2023-01-12,14.0,1607.0,1382.0,Finance,Post-IPO,$392,2023,37.77493,-122.41942
668,Lattice,California,San Francisco Bay Area,105.0,2023-01-12,15.0,700.0,595.0,HR,Series F,$328,2023,37.77493,-122.41942
669,Flexport,California,San Francisco Bay Area,640.0,2023-01-11,20.0,3200.0,2560.0,Logistics,Series E,$2400,2023,37.77493,-122.41942
670,Tipalti,California,San Francisco Bay Area,123.0,2023-01-11,11.0,1118.0,995.0,Finance,Series F,$565,2023,37.55855,-122.27108
671,Jumio,California,San Francisco Bay Area,100.0,2023-01-11,6.0,1667.0,1567.0,Security,Private Equity …,$205,2023,37.36883,-122.03635
672,Coinbase,California,San Francisco Bay Area,950.0,2023-01-10,20.0,4750.0,3800.0,Crypto,Post-IPO,$549,2023,37.77493,-122.41942
673,Blend,California,San Francisco Bay Area,340.0,2023-01-10,28.0,1214.0,874.0,Finance,Post-IPO,$665,2023,37.77493,-122.41942
674,WalkMe,California,San Francisco Bay Area,43.0,2023-01-08,3.0,1433.0,1390.0,Other,Post-IPO,$307,2023,37.77493,-122.41942
675,SoundHound,California,San Francisco Bay Area,200.0,2023-01-05,50.0,400.0,200.0,Other,Post-IPO,$326,2023,37.35411,-121.95524
676,Everlane,California,San Francisco Bay Area,30.0,2023-01-05,17.0,176.0,146.0,Retail,Unknown,$176,2023,37.77493,-122.41942
677,SaleSan Franciscoorce,California,San Francisco Bay Area,8000.0,2023-01-04,10.0,80000.0,72000.0,Sales,Post-IPO,$65,2023,37.77493,-122.41942
678,Uniphore,California,San Francisco Bay Area,76.0,2023-01-03,10.0,760.0,684.0,Support,Series E,$620,2023,37.44188,-122.14302
679,Freshworks,California,San Francisco Bay Area,90.0,2022-12-15,2.0,4500.0,4410.0,Support,Post-IPO,$484,2022,37.56299,-122.32553
680,Thumbtack,California,San Francisco Bay Area,160.0,2022-12-13,14.0,1143.0,983.0,Consumer,Series I,$698,2022,37.77493,-122.41942
681,Komodo Health,California,San Francisco Bay Area,78.0,2022-12-13,9.0,867.0,789.0,Healthcare,Series E,$514,2022,37.77493,-122.41942
682,Outschool,California,San Francisco Bay Area,43.0,2022-12-10,25.0,172.0,129.0,Education,Series D,$240,2022,37.77493,-122.41942
683,Airtable,California,San Francisco Bay Area,254.0,2022-12-08,20.0,1270.0,1016.0,Product,Series F,$1400,2022,37.77493,-122.41942
684,CyCognito,California,San Francisco Bay Area,30.0,2022-12-08,15.0,200.0,170.0,Security,Series C,$153,2022,37.44188,-122.14302
685,Armis,California,San Francisco Bay Area,25.0,2022-12-08,4.0,625.0,600.0,Security,Private Equity …,$537,2022,37.77493,-122.41942
686,Plaid,California,San Francisco Bay Area,260.0,2022-12-07,20.0,1300.0,1040.0,Finance,Series D,$734,2022,37.77493,-122.41942
687,Motive,California,San Francisco Bay Area,237.0,2022-12-07,6.0,3950.0,3713.0,Transportation,Series F,$567,2022,37.77493,-122.41942
